Timestamp,what's your age ,what's your degree ,what is your year of studies ,what is your major ,  How many hours do you sleep on average per night?  ,   How many hours do you spend on screens per day (excluding academic work)?  ,  Do you engage in regular physical activity ? ,"  How many caffeinated drinks (coffee, tea, energy drinks) do you consume per day?  ",  How many hours do you study per week outside of class?  ,do u have exams in the next two weeks ,  How would you rate your current academic workload?  ,"   On a scale from 1 to 10, how would you rate your current stress level?  "
16/03/2026 08:23:00,27,mastère,2nd,AI & machine learning,More than 8 hours,2–4 hours,yes,3 or more,10–20 hours,yes,low,5
28/03/2026 20:37:00,25,licence,2nd,Accounting,7–8 hours,2–4 hours,yes,2,Less than 10 hours,no,low,4
03/03/2026 03:24:00,22,pharmacie,4th,Pharmacology,7–8 hours,4–6 hours,no,3 or more,10–20 hours,yes,high,7
06/02/2026 21:37:00,30,mastère,1st,Telecom & networks,Less than 5 hours,More than 6 hours,no,1,10–20 hours,yes,high,10
22/03/2026 19:37:00,28,mastère,2nd,AI & machine learning,5–6 hours,More than 6 hours,yes,2,More than 30 hours,yes,moderate,8
23/03/2026 23:31:00,18,licence,2nd,Sciences de gestion,7–8 hours,Less than 2 hours,yes,1,10–20 hours,no,low,1
09/01/2026 21:37:00,21,cycle d'ingénieur,5th,Data science,5–6 hours,2–4 hours,yes,1,More than 30 hours,no,low,5
21/01/2026 04:41:00,21,cycle d'ingénieur,4th,Mécatronique,Less than 5 hours,2–4 hours,yes,0,Less than 10 hours,no,low,1
01/02/2026 02:32:00,20,cycle d'ingénieur,2nd,Healthcare IT,5–6 hours,4–6 hours,no,3 or more,More than 30 hours,yes,high,10
06/01/2026 11:18:00,23,licence,1st,Law,Less than 5 hours,Less than 2 hours,yes,1,Less than 10 hours,no,low,5
17/03/2026 00:37:00,21,cycle d'ingénieur,4th,Healthcare IT,5–6 hours,More than 6 hours,no,1,10–20 hours,no,high,8
13/03/2026 00:26:00,26,licence,3rd,Économie,5–6 hours,4–6 hours,no,1,20–30 hours,no,low,5
07/01/2026 14:19:00,19,cycle d'ingénieur,1st,Civil engineering,Less than 5 hours,More than 6 hours,no,1,10–20 hours,no,high,9
02/03/2026 08:54:00,19,licence,3rd,Chemistry,Less than 5 hours,More than 6 hours,no,3 or more,10–20 hours,yes,moderate,8
11/03/2026 22:40:00,22,cycle d'ingénieur,3rd,Telecommunications engineering,5–6 hours,4–6 hours,no,3 or more,20–30 hours,yes,moderate,7
07/03/2026 00:45:00,26,mastère,1st,Data analytics,7–8 hours,2–4 hours,yes,0,20–30 hours,yes,moderate,9
17/02/2026 08:37:00,18,préparatoire intégrée,1st,Biology,5–6 hours,4–6 hours,no,2,Less than 10 hours,yes,low,5
19/02/2026 15:39:00,24,licence,1st,Accounting,7–8 hours,4–6 hours,yes,2,10–20 hours,yes,high,4
21/01/2026 21:34:00,30,mastère,1st,Finance & banking,7–8 hours,4–6 hours,yes,2,20–30 hours,yes,low,3
02/02/2026 14:37:00,22,cycle d'ingénieur,2nd,Software engineering,More than 8 hours,2–4 hours,no,0,Less than 10 hours,no,low,2
28/02/2026 15:14:00,24,cycle d'ingénieur,4th,Mechanical engineering,7–8 hours,4–6 hours,no,1,20–30 hours,no,moderate,3
24/01/2026 01:30:00,17,préparatoire intégrée,1st,Biology,More than 8 hours,2–4 hours,yes,2,10–20 hours,no,low,5
29/01/2026 17:18:00,29,doctorat,3rd,Biomedical research,5–6 hours,More than 6 hours,yes,3 or more,Less than 10 hours,no,low,3
29/03/2026 08:08:00,19,licence,3rd,Philosophy,Less than 5 hours,4–6 hours,no,1,More than 30 hours,yes,high,9
08/03/2026 11:19:00,20,cycle d'ingénieur,4th,Computer science,7–8 hours,2–4 hours,yes,0,10–20 hours,no,high,5
23/01/2026 19:50:00,20,licence,2nd,History,Less than 5 hours,4–6 hours,no,0,Less than 10 hours,no,low,3
07/01/2026 04:50:00,20,cycle d'ingénieur,3rd,Embedded systems,5–6 hours,More than 6 hours,no,3 or more,20–30 hours,yes,moderate,6
02/04/2026 18:10:00,20,licence,2nd,Économie,7–8 hours,Less than 2 hours,no,2,Less than 10 hours,no,low,1
15/03/2026 18:13:00,18,médecine,2nd,Cardiology,Less than 5 hours,4–6 hours,yes,1,Less than 10 hours,yes,moderate,8
23/02/2026 22:27:00,24,mastère,2nd,Graphic design,Less than 5 hours,More than 6 hours,yes,3 or more,Less than 10 hours,yes,low,9
21/01/2026 14:37:00,25,cycle d'ingénieur,5th,Civil engineering,5–6 hours,More than 6 hours,yes,0,Less than 10 hours,yes,low,5
04/03/2026 10:42:00,18,licence,3rd,Mathematics,5–6 hours,2–4 hours,no,1,10–20 hours,no,high,7
19/01/2026 14:51:00,22,licence,3rd,Finance,5–6 hours,2–4 hours,yes,1,Less than 10 hours,no,moderate,5
08/04/2026 11:23:00,25,médecine,5th,Pediatrics,7–8 hours,4–6 hours,yes,2,More than 30 hours,yes,moderate,7
16/02/2026 04:24:00,30,doctorat,2nd,Computer science,5–6 hours,More than 6 hours,yes,1,Less than 10 hours,yes,low,3
01/04/2026 13:23:00,25,médecine,5th,Cardiology,7–8 hours,2–4 hours,no,2,Less than 10 hours,yes,low,7
01/04/2026 12:07:00,29,mastère,1st,Data analytics,5–6 hours,4–6 hours,yes,0,20–30 hours,yes,moderate,8
17/03/2026 01:36:00,21,licence,1st,Physics,Less than 5 hours,2–4 hours,no,1,More than 30 hours,no,high,8
05/02/2026 08:18:00,29,mastère,2nd,Project management,Less than 5 hours,2–4 hours,no,0,20–30 hours,no,high,9
28/02/2026 06:21:00,22,licence,1st,Informatique de gestion,7–8 hours,2–4 hours,no,2,20–30 hours,yes,high,7
31/01/2026 10:25:00,23,cycle d'ingénieur,3rd,Robotics,Less than 5 hours,More than 6 hours,yes,1,Less than 10 hours,yes,low,5
26/01/2026 17:08:00,26,pharmacie,5th,Clinical pharmacy,5–6 hours,More than 6 hours,yes,0,10–20 hours,no,low,1
29/03/2026 10:46:00,21,licence,1st,Law,Less than 5 hours,More than 6 hours,no,0,10–20 hours,yes,high,10
16/03/2026 10:39:00,19,cycle d'ingénieur,2nd,Biomedical engineering,More than 8 hours,Less than 2 hours,no,1,10–20 hours,no,low,5
27/01/2026 03:13:00,24,cycle d'ingénieur,4th,Telecommunications engineering,5–6 hours,Less than 2 hours,no,1,More than 30 hours,no,moderate,4
30/01/2026 03:53:00,23,cycle d'ingénieur,3rd,Telecommunications engineering,More than 8 hours,More than 6 hours,no,1,Less than 10 hours,no,moderate,6
04/03/2026 16:28:00,23,cycle d'ingénieur,4th,Computer science,5–6 hours,More than 6 hours,no,3 or more,20–30 hours,no,high,9
17/03/2026 01:41:00,23,cycle d'ingénieur,4th,Data science,5–6 hours,2–4 hours,no,1,10–20 hours,no,high,7
31/01/2026 03:19:00,22,licence,3rd,Web development,7–8 hours,2–4 hours,yes,1,More than 30 hours,no,moderate,5
27/01/2026 04:20:00,20,préparatoire intégrée,1st,Computer science,More than 8 hours,2–4 hours,no,1,Less than 10 hours,no,low,1
19/03/2026 16:42:00,26,cycle d'ingénieur,2nd,Computer science,Less than 5 hours,4–6 hours,yes,3 or more,10–20 hours,no,moderate,6
11/03/2026 00:59:00,30,mastère,1st,Project management,5–6 hours,4–6 hours,no,3 or more,10–20 hours,no,high,7
03/03/2026 04:23:00,26,cycle d'ingénieur,1st,Cybersecurity,7–8 hours,More than 6 hours,no,3 or more,10–20 hours,yes,moderate,6
11/01/2026 18:24:00,21,licence,1st,English,7–8 hours,2–4 hours,yes,2,20–30 hours,no,low,3
20/03/2026 08:11:00,23,cycle d'ingénieur,2nd,Computer science,5–6 hours,2–4 hours,no,3 or more,20–30 hours,yes,high,6
19/02/2026 21:33:00,24,médecine,6th,Cardiology,Less than 5 hours,2–4 hours,yes,1,20–30 hours,yes,moderate,10
27/03/2026 14:57:00,24,licence,2nd,Network security,7–8 hours,More than 6 hours,no,2,10–20 hours,no,low,1
11/03/2026 15:05:00,22,cycle d'ingénieur,1st,Mechanical engineering,5–6 hours,More than 6 hours,yes,1,Less than 10 hours,no,low,4
09/01/2026 22:56:00,23,cycle d'ingénieur,2nd,Software engineering,More than 8 hours,4–6 hours,no,2,10–20 hours,no,high,1
09/02/2026 00:42:00,23,cycle d'ingénieur,2nd,Cybersecurity,More than 8 hours,4–6 hours,yes,2,Less than 10 hours,no,moderate,2
26/03/2026 19:28:00,24,médecine,2nd,Neurology,7–8 hours,2–4 hours,yes,0,20–30 hours,yes,low,4
20/01/2026 01:29:00,26,cycle d'ingénieur,1st,Telecommunications engineering,More than 8 hours,4–6 hours,yes,1,Less than 10 hours,yes,low,4
28/01/2026 01:18:00,23,cycle d'ingénieur,5th,Robotics,5–6 hours,4–6 hours,no,0,10–20 hours,yes,moderate,9
13/03/2026 00:46:00,26,mastère,2nd,Droit / law,7–8 hours,More than 6 hours,yes,1,10–20 hours,no,moderate,6
18/01/2026 11:15:00,24,médecine,3rd,Cardiology,7–8 hours,More than 6 hours,yes,2,Less than 10 hours,yes,low,3
15/02/2026 02:10:00,18,pharmacie,1st,Industrial pharmacy,More than 8 hours,4–6 hours,no,0,10–20 hours,yes,low,3
25/02/2026 14:47:00,21,licence,1st,Finance,More than 8 hours,More than 6 hours,no,0,Less than 10 hours,no,low,1
28/01/2026 17:46:00,18,préparatoire intégrée,2nd,Computer science,Less than 5 hours,More than 6 hours,yes,3 or more,10–20 hours,yes,moderate,9
21/01/2026 13:27:00,24,mastère,1st,Data analytics,7–8 hours,More than 6 hours,no,3 or more,More than 30 hours,no,high,6
05/03/2026 10:52:00,20,préparatoire intégrée,1st,Biology,More than 8 hours,4–6 hours,no,2,More than 30 hours,no,moderate,5
06/04/2026 21:22:00,25,licence,1st,Philosophy,7–8 hours,2–4 hours,yes,2,10–20 hours,yes,moderate,6
22/01/2026 07:20:00,27,doctorat,1st,Mathematics,More than 8 hours,4–6 hours,no,1,10–20 hours,yes,moderate,8
30/01/2026 06:06:00,20,pharmacie,5th,Pharmacology,5–6 hours,4–6 hours,no,3 or more,More than 30 hours,no,high,9
21/03/2026 03:34:00,25,cycle d'ingénieur,2nd,Healthcare IT,7–8 hours,4–6 hours,yes,0,10–20 hours,no,moderate,2
20/03/2026 16:43:00,20,licence,3rd,Biotechnology,5–6 hours,More than 6 hours,no,1,Less than 10 hours,yes,low,3
10/02/2026 18:32:00,19,pharmacie,3rd,Pharmacology,Less than 5 hours,More than 6 hours,yes,1,Less than 10 hours,no,low,7
24/03/2026 04:46:00,22,Bachelor degree at TBS,1st,Entrepreneurship,7–8 hours,More than 6 hours,yes,1,10–20 hours,no,moderate,6
18/01/2026 03:50:00,18,licence,1st,Finance,7–8 hours,Less than 2 hours,yes,1,Less than 10 hours,yes,low,1
06/02/2026 20:33:00,31,doctorat,1st,Materials science,More than 8 hours,4–6 hours,yes,3 or more,Less than 10 hours,yes,low,6
28/03/2026 17:09:00,23,cycle d'ingénieur,3rd,Embedded systems,Less than 5 hours,2–4 hours,no,2,10–20 hours,yes,high,7
02/01/2026 11:50:00,23,licence,2nd,History,7–8 hours,4–6 hours,no,2,Less than 10 hours,no,moderate,8
27/03/2026 16:39:00,28,médecine,3rd,Surgery,7–8 hours,4–6 hours,yes,1,Less than 10 hours,no,low,3
10/04/2026 03:02:00,24,mastère,1st,AI & machine learning,5–6 hours,2–4 hours,yes,3 or more,Less than 10 hours,no,low,6
07/01/2026 09:30:00,23,cycle d'ingénieur,3rd,Computer science,Less than 5 hours,4–6 hours,no,1,10–20 hours,yes,moderate,8
06/04/2026 06:03:00,21,licence,2nd,Philosophy,More than 8 hours,4–6 hours,no,1,Less than 10 hours,no,moderate,3
11/01/2026 16:31:00,33,doctorat,3rd,Mathematics,Less than 5 hours,Less than 2 hours,no,3 or more,20–30 hours,yes,moderate,6
23/02/2026 10:37:00,22,mastère,1st,Business law,7–8 hours,2–4 hours,no,1,20–30 hours,yes,high,5
22/03/2026 02:55:00,23,cycle d'ingénieur,1st,Mechanical engineering,5–6 hours,More than 6 hours,no,1,20–30 hours,yes,moderate,9
07/04/2026 23:25:00,20,cycle d'ingénieur,4th,Industrial computer science,5–6 hours,More than 6 hours,no,1,20–30 hours,yes,low,8
02/04/2026 01:11:00,20,pharmacie,5th,Industrial pharmacy,7–8 hours,4–6 hours,yes,0,20–30 hours,yes,low,2
13/03/2026 02:46:00,22,licence,3rd,Physics,7–8 hours,More than 6 hours,yes,3 or more,Less than 10 hours,yes,low,2
19/03/2026 14:51:00,25,licence,3rd,Network security,Less than 5 hours,Less than 2 hours,no,2,20–30 hours,yes,moderate,8
03/01/2026 13:14:00,19,cycle d'ingénieur,5th,Mechanical engineering,7–8 hours,4–6 hours,no,1,Less than 10 hours,no,moderate,4
28/01/2026 15:23:00,20,médecine,5th,Pediatrics,7–8 hours,4–6 hours,yes,1,10–20 hours,yes,low,5
10/03/2026 22:23:00,22,cycle d'ingénieur,2nd,Biomedical engineering,7–8 hours,2–4 hours,yes,1,10–20 hours,no,moderate,1
03/02/2026 19:24:00,19,licence,2nd,Mathematics,More than 8 hours,4–6 hours,yes,2,Less than 10 hours,no,low,2
25/01/2026 17:05:00,18,préparatoire intégrée,1st,Mathematics,Less than 5 hours,4–6 hours,no,0,More than 30 hours,yes,high,8
26/02/2026 23:50:00,22,pharmacie,4th,Pharmacology,Less than 5 hours,More than 6 hours,no,1,More than 30 hours,no,high,7
10/01/2026 18:27:00,20,cycle d'ingénieur,1st,Software engineering,Less than 5 hours,2–4 hours,no,3 or more,More than 30 hours,no,high,6
22/02/2026 21:00:00,22,pharmacie,3rd,Industrial pharmacy,5–6 hours,4–6 hours,no,1,10–20 hours,yes,high,7
16/03/2026 06:42:00,23,cycle d'ingénieur,5th,Software engineering,5–6 hours,More than 6 hours,no,1,10–20 hours,no,moderate,7
01/03/2026 01:47:00,27,médecine,6th,General medicine,5–6 hours,2–4 hours,yes,1,20–30 hours,yes,moderate,6
13/03/2026 08:14:00,20,licence,3rd,Informatique de gestion,5–6 hours,Less than 2 hours,no,0,Less than 10 hours,no,low,2
30/03/2026 08:10:00,19,licence,3rd,Network security,7–8 hours,2–4 hours,no,3 or more,Less than 10 hours,no,moderate,7
26/02/2026 20:32:00,22,médecine,2nd,Cardiology,More than 8 hours,2–4 hours,no,0,More than 30 hours,no,high,7
02/02/2026 20:39:00,27,licence,1st,Physics,Less than 5 hours,More than 6 hours,no,3 or more,20–30 hours,yes,high,9
25/01/2026 09:15:00,20,licence,3rd,Philosophy,7–8 hours,2–4 hours,yes,1,10–20 hours,no,high,5
17/03/2026 18:51:00,27,mastère,1st,Project management,7–8 hours,More than 6 hours,yes,0,10–20 hours,no,low,1
26/03/2026 21:53:00,24,cycle d'ingénieur,4th,Robotics,5–6 hours,More than 6 hours,no,1,10–20 hours,no,moderate,5
02/04/2026 10:53:00,23,cycle d'ingénieur,4th,Civil engineering,7–8 hours,4–6 hours,no,0,More than 30 hours,yes,high,5
05/01/2026 01:26:00,21,mastère,1st,Project management,5–6 hours,4–6 hours,yes,1,10–20 hours,yes,moderate,7
30/03/2026 16:55:00,20,préparatoire intégrée,2nd,Physics,7–8 hours,More than 6 hours,yes,1,More than 30 hours,no,moderate,5
21/01/2026 13:15:00,24,licence,1st,Marketing,7–8 hours,2–4 hours,yes,1,20–30 hours,no,moderate,5
12/02/2026 07:56:00,29,mastère,1st,Droit / law,5–6 hours,4–6 hours,yes,1,Less than 10 hours,yes,low,7
11/03/2026 22:06:00,18,licence,2nd,Sociology,5–6 hours,4–6 hours,no,1,Less than 10 hours,yes,moderate,7
21/01/2026 19:50:00,21,licence,3rd,Law,7–8 hours,2–4 hours,yes,0,Less than 10 hours,yes,low,3
07/01/2026 01:37:00,24,cycle d'ingénieur,1st,Telecommunications engineering,5–6 hours,More than 6 hours,no,1,More than 30 hours,yes,high,10
27/01/2026 01:31:00,19,licence,1st,Web development,7–8 hours,4–6 hours,no,0,20–30 hours,no,high,4
19/01/2026 04:54:00,19,préparatoire intégrée,2nd,Engineering sciences,7–8 hours,More than 6 hours,no,1,Less than 10 hours,yes,low,1
21/02/2026 06:19:00,24,licence,1st,Sciences de gestion,5–6 hours,2–4 hours,no,3 or more,10–20 hours,yes,high,10
06/03/2026 03:39:00,26,cycle d'ingénieur,2nd,Mechanical engineering,5–6 hours,More than 6 hours,no,0,10–20 hours,no,moderate,5
31/03/2026 05:20:00,21,préparatoire intégrée,2nd,Physics,More than 8 hours,2–4 hours,no,1,20–30 hours,no,low,1
18/02/2026 13:12:00,20,préparatoire intégrée,1st,Physics,5–6 hours,4–6 hours,no,0,10–20 hours,yes,moderate,8
05/01/2026 04:54:00,25,cycle d'ingénieur,4th,Healthcare IT,More than 8 hours,4–6 hours,no,1,10–20 hours,yes,moderate,4
01/03/2026 12:20:00,18,licence,2nd,Sciences de gestion,7–8 hours,More than 6 hours,no,0,20–30 hours,yes,low,7
09/04/2026 16:01:00,25,cycle d'ingénieur,5th,Embedded systems,Less than 5 hours,4–6 hours,yes,2,Less than 10 hours,yes,low,6
28/03/2026 15:38:00,25,cycle d'ingénieur,3rd,Cybersecurity,7–8 hours,More than 6 hours,yes,1,10–20 hours,yes,low,9
14/02/2026 07:00:00,26,mastère,1st,Project management,7–8 hours,4–6 hours,yes,0,10–20 hours,yes,low,2
09/02/2026 22:16:00,29,doctorat,1st,Architecture and urban planning,5–6 hours,4–6 hours,no,2,20–30 hours,yes,high,10
02/01/2026 03:36:00,25,licence,1st,Marketing,5–6 hours,4–6 hours,yes,1,Less than 10 hours,yes,low,6
05/04/2026 17:27:00,23,cycle d'ingénieur,1st,Healthcare IT,Less than 5 hours,2–4 hours,yes,1,20–30 hours,yes,low,7
29/03/2026 03:49:00,21,mastère,1st,Environmental science,5–6 hours,More than 6 hours,yes,2,Less than 10 hours,yes,moderate,6
21/03/2026 19:24:00,21,préparatoire intégrée,2nd,Biology,Less than 5 hours,4–6 hours,no,2,More than 30 hours,yes,high,10
05/02/2026 18:02:00,18,licence,2nd,Philosophy,5–6 hours,4–6 hours,no,2,10–20 hours,yes,moderate,8
01/01/2026 10:25:00,26,cycle d'ingénieur,3rd,Mécatronique,7–8 hours,2–4 hours,no,2,Less than 10 hours,no,high,6
08/02/2026 08:20:00,18,préparatoire intégrée,1st,AI,5–6 hours,4–6 hours,no,0,10–20 hours,no,low,4
07/04/2026 14:34:00,28,mastère,2nd,Droit / law,7–8 hours,More than 6 hours,no,1,20–30 hours,yes,high,9
16/01/2026 00:59:00,27,pharmacie,3rd,Industrial pharmacy,5–6 hours,More than 6 hours,yes,3 or more,10–20 hours,no,moderate,9
09/01/2026 12:04:00,23,cycle d'ingénieur,3rd,Data science,5–6 hours,4–6 hours,yes,1,Less than 10 hours,yes,low,4
09/02/2026 05:26:00,17,préparatoire intégrée,1st,AI,Less than 5 hours,2–4 hours,no,1,10–20 hours,yes,high,10
25/03/2026 12:42:00,26,mastère,2nd,Graphic design,Less than 5 hours,2–4 hours,no,1,10–20 hours,yes,high,8
26/01/2026 00:30:00,27,mastère,1st,AI & machine learning,Less than 5 hours,2–4 hours,no,3 or more,10–20 hours,no,high,8
21/02/2026 00:08:00,25,mastère,1st,Environmental science,7–8 hours,Less than 2 hours,no,0,10–20 hours,yes,low,5
04/01/2026 10:27:00,19,cycle d'ingénieur,2nd,Computer science,Less than 5 hours,4–6 hours,no,3 or more,More than 30 hours,no,high,9
25/01/2026 04:15:00,28,cycle d'ingénieur,5th,Data science,5–6 hours,4–6 hours,yes,0,10–20 hours,yes,moderate,6
03/02/2026 02:49:00,21,licence,2nd,Physics,5–6 hours,More than 6 hours,yes,0,20–30 hours,yes,low,5
16/03/2026 11:15:00,20,Bachelor degree at TBS,3rd,Marketing,7–8 hours,2–4 hours,no,0,More than 30 hours,no,high,7
16/03/2026 06:26:00,25,cycle d'ingénieur,2nd,Civil engineering,7–8 hours,4–6 hours,yes,1,10–20 hours,yes,moderate,3
07/01/2026 01:37:00,24,cycle d'ingénieur,3rd,Mécatronique,More than 8 hours,Less than 2 hours,yes,0,10–20 hours,no,low,5
11/03/2026 02:41:00,27,cycle d'ingénieur,5th,Biomedical engineering,5–6 hours,4–6 hours,no,1,20–30 hours,yes,high,8
09/04/2026 00:24:00,27,licence,3rd,Network security,Less than 5 hours,4–6 hours,no,1,10–20 hours,no,high,1
04/03/2026 04:36:00,21,cycle d'ingénieur,2nd,Embedded systems,Less than 5 hours,2–4 hours,no,1,Less than 10 hours,yes,low,6
28/03/2026 16:37:00,23,cycle d'ingénieur,2nd,Computer science,7–8 hours,More than 6 hours,yes,1,20–30 hours,yes,low,8
04/03/2026 04:05:00,22,Bachelor degree at TBS,1st,Marketing,Less than 5 hours,4–6 hours,no,3 or more,10–20 hours,yes,high,10
28/02/2026 08:14:00,29,mastère,2nd,Environmental science,7–8 hours,2–4 hours,yes,2,Less than 10 hours,yes,low,5
04/03/2026 17:20:00,22,cycle d'ingénieur,4th,Electrical engineering,7–8 hours,2–4 hours,no,0,20–30 hours,no,moderate,5
02/02/2026 04:06:00,17,licence,3rd,Psychology,7–8 hours,2–4 hours,yes,2,Less than 10 hours,yes,low,5
05/04/2026 01:32:00,19,cycle d'ingénieur,2nd,Biomedical engineering,5–6 hours,More than 6 hours,no,3 or more,10–20 hours,yes,high,9
14/02/2026 02:32:00,18,préparatoire intégrée,2nd,Mathematics,7–8 hours,4–6 hours,no,2,10–20 hours,no,high,7
02/04/2026 02:00:00,29,mastère,1st,Project management,7–8 hours,More than 6 hours,yes,2,20–30 hours,yes,moderate,9
22/01/2026 02:01:00,19,Bachelor degree at TBS,1st,International business,Less than 5 hours,4–6 hours,yes,3 or more,Less than 10 hours,no,moderate,7
03/03/2026 09:12:00,24,cycle d'ingénieur,3rd,Industrial computer science,7–8 hours,Less than 2 hours,no,1,10–20 hours,no,moderate,5
24/01/2026 16:06:00,23,cycle d'ingénieur,5th,Software engineering,Less than 5 hours,4–6 hours,no,0,10–20 hours,no,moderate,5
24/01/2026 14:12:00,18,licence,1st,Accounting,7–8 hours,4–6 hours,yes,1,10–20 hours,no,low,2
20/02/2026 18:23:00,19,préparatoire intégrée,1st,Mathematics,More than 8 hours,4–6 hours,yes,3 or more,20–30 hours,no,low,4
20/01/2026 10:35:00,22,licence,3rd,Chemistry,Less than 5 hours,2–4 hours,no,3 or more,10–20 hours,yes,moderate,5
24/01/2026 09:16:00,23,cycle d'ingénieur,2nd,Industrial computer science,5–6 hours,2–4 hours,no,0,20–30 hours,yes,high,9
27/03/2026 10:54:00,19,licence,1st,Psychology,5–6 hours,2–4 hours,no,0,20–30 hours,no,high,10
29/01/2026 19:58:00,21,cycle d'ingénieur,3rd,Telecommunications engineering,Less than 5 hours,4–6 hours,no,2,20–30 hours,yes,moderate,7
04/01/2026 11:16:00,18,préparatoire intégrée,1st,Computer science,More than 8 hours,More than 6 hours,no,0,Less than 10 hours,no,moderate,7
